class_no,sect_no,class_number,class_name,place,entry_no,horse,rider,owner,score,prize
28661,0,805,"$16,999 Golden Ocala Grand Prix 1.35/1.40m II.2a Reg Std",,1950,Zoronto,Francisco Vaca,"Texas De Limache, LLC",,
28661,0,805,"$16,999 Golden Ocala Grand Prix 1.35/1.40m II.2a Reg Std",,1960,Candeux,Lauren E. Hough,"Abs Candeux, LLC",,
28661,0,805,"$16,999 Golden Ocala Grand Prix 1.35/1.40m II.2a Reg Std",,1969,Flora De Riverland,Dani Gascoigne,York Story,,
28661,0,805,"$16,999 Golden Ocala Grand Prix 1.35/1.40m II.2a Reg Std",,1972,Celia,Gonzalo Guevara,Gonzalo Guevara,,
28661,0,805,"$16,999 Golden Ocala Grand Prix 1.35/1.40m II.2a Reg Std",,1988,Uphoria Di June,Sarah Gordon,"Golden Farm, LLC",,
28661,0,805,"$16,999 Golden Ocala Grand Prix 1.35/1.40m II.2a Reg Std",,2038,Okidoki Van De Renthoeve,Lucia Rivas,Bonne Chance Farm,,
28661,0,805,"$16,999 Golden Ocala Grand Prix 1.35/1.40m II.2a Reg Std",,2052,Hamilton Cb,Kristen Franz,Kristen Franz,,
28661,0,805,"$16,999 Golden Ocala Grand Prix 1.35/1.40m II.2a Reg Std",,2058,Budweiser,Bobby Malmrose,Bobby Malmrose,,
28661,0,805,"$16,999 Golden Ocala Grand Prix 1.35/1.40m II.2a Reg Std",,2062,Phaedra Van De Berghoeve,Bobby Malmrose,Bobby Malmrose,,
28661,0,805,"$16,999 Golden Ocala Grand Prix 1.35/1.40m II.2a Reg Std",,2193,Brin D'or De Haute Melen Z,Sharn L. Wordley,Della Wordley,,
28661,0,805,"$16,999 Golden Ocala Grand Prix 1.35/1.40m II.2a Reg Std",,2343,Catwalk Calais,Eric McCarthy,Eric McCarthy,,
28661,0,805,"$16,999 Golden Ocala Grand Prix 1.35/1.40m II.2a Reg Std",,2356,Bull Run's Risen,Annie Goldstein,Della Wordley,,
28661,0,805,"$16,999 Golden Ocala Grand Prix 1.35/1.40m II.2a Reg Std",,2362,Constantin De Hus,John Michael Durr,Worth The Wait LLC,,
28661,0,805,"$16,999 Golden Ocala Grand Prix 1.35/1.40m II.2a Reg Std",,2539,Jhonny Cash,Juan Carlos Arriaga Radilla,Alejandro Monroy Reus,,
28800,10308,809,.95m Novice Junior/Amateur Jumper Classic II.2b,1,1540,Dk Daisy,Marlee Howard,Marlee Howard,,
28800,10308,809,.95m Novice Junior/Amateur Jumper Classic II.2b,2,1516,Grandia,Esme Desautel,Melissa Burns,,
28800,10308,809,.95m Novice Junior/Amateur Jumper Classic II.2b,3,1932,Florian,Windsor Ryan,Windsor Stables LLC,,
28800,10308,809,.95m Novice Junior/Amateur Jumper Classic II.2b,4,1547,Casual Citizen,Kelly A. Hudyman,Kelly A. Hudyman,,
28800,10308,809,.95m Novice Junior/Amateur Jumper Classic II.2b,5,1484,Woodford Reserve,Christina Martin,Unknown Person,,
28800,10308,809,.95m Novice Junior/Amateur Jumper Classic II.2b,6,1514,Glamour Des Forets,Esme Desautel,Libby Woodworth,,
28800,10308,809,.95m Novice Junior/Amateur Jumper Classic II.2b,7,1175,Electric Socks,Ava Koplin,Madison Koplin,,
28800,10308,809,.95m Novice Junior/Amateur Jumper Classic II.2b,8,1729,Caleto,Lauren Snellings,Victoria Free Knott,,
28800,10308,809,.95m Novice Junior/Amateur Jumper Classic II.2b,9,1673,Katja,Natalia Perez,Rodriguez Equestrian,,
28800,10308,809,.95m Novice Junior/Amateur Jumper Classic II.2b,10,1925,Castielle,Evelyn Mathews,Evelyn Mathews,,
28800,10308,809,.95m Novice Junior/Amateur Jumper Classic II.2b,11,1844,Ice Breaker,Stella Hartman,Stone Oak Equestrian,,
28800,10308,809,.95m Novice Junior/Amateur Jumper Classic II.2b,,1527,Lex De Nuit,Naomi Soto,"Slp Show Jumpers, LLC",,
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,1,1034,Cadans Z,Sarah Callahan,"Amberfax Farm, Inc",,$125
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,2,1676,Nashua,Natalia Perez,Emco Holding LLC,,$95
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,3,1486,Clementine,Megan Charms,Megan Charms,,$75
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,4,1003,Daizi De Beaufour,Rita de Goes,Wellington Equestrian Center Inc,,$50
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,5,1957,Chaggy Anne Ps,Stella Kraemer,Stella Kraemer,,$45
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,6,2615,Foxtrot,Phinley Bloom,"Vii Chimes Show Jumping, LLC",,$40
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,7,2382,L’intentionnel,Mina Godden,Alexis Brayboy,,$35
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,8,1432,Riverdance Vd Middelstede,Dianna Michaels,Dianna Michaels,,$35
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,9,1524,Catch My Drift,Summer Smith,Summer Smith,,
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,10,1422,Perry Girl,Frederica Alcalay,Frederica Alcalay,,
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,11,1194,Rref Ferrostyle,Hailee Roy,Hailee Roy,,
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,12,1485,Roncevert,Lila Isaac,Lila Isaac,,
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,,1145,Cecile S,Alicia Taylor,Alicia Taylor,,
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,,1436,Cahira,Erica Lacher,Erica Lacher,,
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,,1545,Quincy Too,Sarah Callahan,Jacaranda Farms LLC,,
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,,1648,Cerveza De Barril,Riley Hilliard,Riley Hilliard,,
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,,1845,Rival,Brandie Finger,Fabian Herrera,,
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,,1912,Scs Kenzo T,Ava Hillary,Ava Hillary,,
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,,1968,Rocketman,Samantha Brooks,Samantha Brooks,,
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,,2015,Zeus,Nicole Danelyan,Nicole Danelyan,,
28797,10310,811,$500 1.05m Junior/Amateur Jumper II.2b,,2537,Legend,Paulina Muente,St. Bride's Farm,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,1,1697,Nour Alain,Ryan Haselden,Ryan Haselden,,$125
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,2,1184,Cumulonimbus,Reagan Brown,Reagan Brown,,$95
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,3,1177,Larezza Citty C,Madison Koplin,Ava Koplin,,$75
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,4,2017,United Del Coco,Julia Worden,Julia Worden,,$50
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,5,1725,Loudon,Amy Nelson,Amy Nelson,,$45
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,6,1429,Quallie,Tanner Hedrick,Tanner Hedrick,,$40
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,7,1974,Stillman,Courtney Blackburn,Courtney Blackburn,,$35
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,8,2030,Chili Z,Heather Farmer,Heather Farmer,,$35
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,9,1324,Color Coded,Addison Fulbright,Karsyn Edmondson,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,10,1758,Gof Perle D'amour,Charlotte Mack,"Golden Oaks Farm, LLC",,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,11,1917,Smooth Sailing,Claire Arnold,Claire Arnold,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,12,2201,Diablo,Stella Kraemer,Ashland Farms,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,,1248,Ciemusic Z,Kathryn Camunas,Kathryn Camunas,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,,1326,The Getaway Car,Anna Scott Ault,Anna Scott Ault,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,,1651,Close To Me 5,Mandy L. Miller,Mandy L. Miller,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,,1686,Hickstead Legend,Mason Plaumann,Mason Plaumann,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,,1706,Airway Semilly,Ella Walker,Ella Walker,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,,1831,Umtiti Van De Barlebuis,Giavona Pirolo,Giavona Pirolo,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,,1958,Hairo,Stella Kraemer,Skyler Fields,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,,2016,Giovanna,Emma Kirk,Emma Kirk,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,,2034,Kannon 2000 Z,Grace Heidenreich,Grace Heidenreich,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,,2055,Heartbreaker's Isabella Z,Isabella Freeburg,Gail Dady,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,,2370,Diamo De L'anglissant Z,Bryn Hurley,Apex Equestrian Center,,
28786,10299,813,$500 1.10m Jr/Am Classic II.2b,,2544,Tutti Fruitti Van De Fruitkorf,Vivian Heyer,Vivian Heyer,,
28597,10256,816,$500 1.15m Junior/Amateur Classic II.2b,1,1006,Thompson Ter Doorn Z,Maria Pantaliao,Maria Pantaliao,,$125
28597,10256,816,$500 1.15m Junior/Amateur Classic II.2b,2,1984,Olli Van De Zuuthoeve,Dana Narayanappa,Bentley Bassick,,$95
28597,10256,816,$500 1.15m Junior/Amateur Classic II.2b,3,1420,Cierra,Liza Guettler,Joyce C. Green,,$75
28597,10256,816,$500 1.15m Junior/Amateur Classic II.2b,4,2006,Fundament-E,Abbey Slaven,Abbey Slaven,,$50
28597,10256,816,$500 1.15m Junior/Amateur Classic II.2b,5,1857,Chill Z,Leyla Carmona,Leyla Carmona,,$45
28597,10256,816,$500 1.15m Junior/Amateur Classic II.2b,6,1519,Mtm Clarcona,Anna Mead,Anna Mead,,$40
28597,10256,816,$500 1.15m Junior/Amateur Classic II.2b,7,2039,Mtm Top Gun,Ashley Wilson,Ashley Wilson,,$35
28597,10256,816,$500 1.15m Junior/Amateur Classic II.2b,8,1723,Berlisto,Amy Nelson,Amy Nelson,,$35
28597,10256,816,$500 1.15m Junior/Amateur Classic II.2b,9,1549,Ezin Rk,Alexa Riccio,Alexa Riccio,,
28597,10256,816,$500 1.15m Junior/Amateur Classic II.2b,10,2005,Acapulco,Abbey Slaven,"Showcase 81, LLC",,
28597,10256,816,$500 1.15m Junior/Amateur Classic II.2b,11,1421,Liverpool 56,Liza Guettler,Liza Guettler,,
28597,10256,816,$500 1.15m Junior/Amateur Classic II.2b,,2345,Funky De L'abbaye,Katherine E. Pitts,Laura Kaiser,,
28578,0,817,.65m Jr/Am Long Creek Farm Jumper Classic II.2b,1,1664,Pretzel Palooza,Ella Ofarrell,Ella Ofarrell,,
28578,0,817,.65m Jr/Am Long Creek Farm Jumper Classic II.2b,2,1180,You Make It Look Easy,Paige Parry,Paige Parry,,
28578,0,817,.65m Jr/Am Long Creek Farm Jumper Classic II.2b,3,1530,Bella Pepperella,Amory Thomas,Amory Thomas,,
28578,0,817,.65m Jr/Am Long Creek Farm Jumper Classic II.2b,4,1836,Cento Forever,Pamela Mattel,Pamela Mattel,,
28578,0,817,.65m Jr/Am Long Creek Farm Jumper Classic II.2b,,1935,Sf Dream Weaver,Tricia Brady,Tricia Brady,,
28581,0,818,.75m Jr/Am Jumper Classic II.2b,1,2023,Joaquin Daloubet,Veronica Arenas,Cristobal Castro,,
28581,0,818,.75m Jr/Am Jumper Classic II.2b,2,1186,Mr. Vice President,Alexis Peace,Alexis Peace,,
28581,0,818,.75m Jr/Am Jumper Classic II.2b,3,1542,Major Dude,Robert Scott,Robert Scott,,
28581,0,818,.75m Jr/Am Jumper Classic II.2b,4,1534,Written Dance,Alexis Mack,Ronda Mack,,
28581,0,818,.75m Jr/Am Jumper Classic II.2b,5,2013,Apollonios,Maddie Mcinturf,"Meadowood Farm, LLC",,
28581,0,818,.75m Jr/Am Jumper Classic II.2b,6,1188,Spot On,Allison Wise,Stephanie Free,,
28581,0,818,.75m Jr/Am Jumper Classic II.2b,7,1193,Bono Lerchenberg,Leslie Davies,Leslie Davies,,
28581,0,818,.75m Jr/Am Jumper Classic II.2b,8,1517,Himalaya,Kimberley Pickens,Kimberley Pickens,,
28754,0,820,.85m Jr/Am Jumper Classic II.2b,1,1004,Don Diego Hdd II,Rita de Goes,Wellington Equestrian Center Inc,,
28754,0,820,.85m Jr/Am Jumper Classic II.2b,2,1005,Heroine De Kerglenn,Diego Gaspar De Goes,Wellington Equestrian Center Inc,,
28754,0,820,.85m Jr/Am Jumper Classic II.2b,3,2543,Billy Snowdonia,Gabriella Rivera,"Fairy Tail Stables, LLC",,
28754,0,820,.85m Jr/Am Jumper Classic II.2b,4,1518,Mini Mentos,Tilda Berthold,Tilda Berthold,,
28754,0,820,.85m Jr/Am Jumper Classic II.2b,5,1959,Neisha,Sarah Kraemer,Stella Kraemer,,
28754,0,820,.85m Jr/Am Jumper Classic II.2b,6,1523,Casino Royale,Jessin Blossom,Alexandra V. Ireland,,
28754,0,820,.85m Jr/Am Jumper Classic II.2b,7,2540,Wyatt,Michaela Thompson,Michaela Thompson,,
28754,0,820,.85m Jr/Am Jumper Classic II.2b,8,1752,Cedric 103,Kallen Glenn,Olivia Iglesias,,
28754,0,820,.85m Jr/Am Jumper Classic II.2b,9,1561,Sir Paul,Emily Rodgers,Cassidy Warren,,
28754,0,820,.85m Jr/Am Jumper Classic II.2b,10,2046,Wineport Rio Grande,Liza Guettler,Liza Guettler,,
28754,0,820,.85m Jr/Am Jumper Classic II.2b,11,2068,Markut,Brennan Brady,"Cricket Hill Farm, Llc.",,
28754,0,820,.85m Jr/Am Jumper Classic II.2b,,1532,Tipsy,Kamryn Stewart,Gabriella Diaz De Arce,,
28754,0,820,.85m Jr/Am Jumper Classic II.2b,,1708,Glamour Van De Kakebeek,Annalise Kapsokavathis,Anne L. Bingler,,
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,1,1739,Lucie V/H Vijverbos Z,Amelia Tredinnick,Carly Tredinnick,,$250
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,2,1418,Vdl Friedakilly R Z,Ana Sofia Rodriguez,Rodriguez Equestrian,,$190
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,3,2352,J. Charley,Joslyn Young,Joslyn Young,,$150
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,4,1678,Seattle,Ana Sofia Perez,Emco Holding LLC,,$100
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,5,2127,Yalambi’s Jingle Bell,Zara Adnams,Reece Adnams,,$90
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,6,1252,Corleone,Lizabeth Perez-Pascual,Lizabeth Perez-Pascual,,$80
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,7,1751,Cosiol Vd Padenborre Z,Lisa Mackil,Lisa Mackil,,$70
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,8,1923,Olaf,Selcuk Koksalan,Selcuk Koksalan,,$70
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,9,2022,Global Melody,Amy Evans,Amy Evans,,
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,10,2378,Arielle Race,Porter Tobin,Porter Tobin,,
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,11,1688,Mar Simon,Michelle Lin,Michelle Lin,,
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,12,2024,Revelry,Sharon S. Maloney,Sharon S. Maloney,,
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,,1018,Flint T.s. Et,Camille Pacheco,Camille Pacheco,,
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,,1253,I'M Du Vinia,Lizabeth Perez-Pascual,Lizabeth Perez-Pascual,,
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,,1325,Scooby Doo,Karsyn Edmondson,Karsyn Edmondson,,
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,,1919,Carla,Selcuk Koksalan,Selcuk Koksalan,,
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,,1946,Kashmir,Casey M. Millis,Casey M. Millis,,
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,,2057,Bucephalus,Bobby Malmrose,Bobby Malmrose,,
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,,2060,Miss Dutton,Bobby Malmrose,Bobby Malmrose,,
28789,10290,851,$1000 FreeRide Equestrian 1.25m Jr/Am Jumper Classic II.2b,,2126,Momentum,Zara Adnams,Roberto Teran Tafur,,
28591,10283,853,$1000 Prestige Italia 1.35m1.45m Jr/Am Classic II.2b,1,1689,Nastelina Van De Witte Driesendijk,Michelle Lin,Michelle Lin,,$250
28591,10283,853,$1000 Prestige Italia 1.35m1.45m Jr/Am Classic II.2b,2,1736,Garrincha Van De Kalevallei,Maleah Lang Mcmahon,Linda Bammann,,$190
28591,10283,853,$1000 Prestige Italia 1.35m1.45m Jr/Am Classic II.2b,3,1417,Vajra Du Blay,Emilio Medina,Emilio Medina,,$150
28591,10283,853,$1000 Prestige Italia 1.35m1.45m Jr/Am Classic II.2b,4,1415,Nijerite,Diego Loria,Diego Loria,,$100
28591,10283,853,$1000 Prestige Italia 1.35m1.45m Jr/Am Classic II.2b,5,1002,Balou's Paul Ps,Diego Gaspar De Goes,Wellington Equestrian Center Inc,,$90
28591,10283,853,$1000 Prestige Italia 1.35m1.45m Jr/Am Classic II.2b,6,1755,Tres Jolie Van De Noordheuvel,Jasmyne Tanguay,Jasmyne Tanguay,,$80
28591,10283,853,$1000 Prestige Italia 1.35m1.45m Jr/Am Classic II.2b,,1753,Cecilija,Tyra Cleary,Tc Sporthorses LLC,,
28591,10283,853,$1000 Prestige Italia 1.35m1.45m Jr/Am Classic II.2b,,1856,Zara Www,Kate Phillips,Kate Phillips,,
28845,10374,900,Short/Long Stirrup Hunter 2',1,1731,Mister Express,Sophia Kachin,Gh Stables,,
28845,10374,900,Short/Long Stirrup Hunter 2',2,2435,Take A Chance On Me,Cara Babington,Cara Babington,,
28845,10374,900,Short/Long Stirrup Hunter 2',3,1942,Laguna Beach,Gwendolyn Evans,Kristine Holt,,
28845,10374,900,Short/Long Stirrup Hunter 2',4,1427,French 75,Lauren Brown,Meredith Young,,
28845,10374,900,Short/Long Stirrup Hunter 2',5,1000,Living Large,Leah Terry,Leah Terry,,
28845,10374,900,Short/Long Stirrup Hunter 2',6,1189,Swayze,Ruby Bermudez,Rorie Troemel,,
28845,10374,900,Short/Long Stirrup Hunter 2',7,1839,Romeo Juliets Shadow,Zella Esposito,Emily Willett,,
28845,10374,900,Short/Long Stirrup Hunter 2',8,1011,San Castle Dae,Dixieanna Powell,Caelyn Grodoski,,
28845,10374,900,Short/Long Stirrup Hunter 2',,1539,Cozette,Ellen Scott,Julie Castonguay,,
28845,10374,900,Short/Long Stirrup Hunter 2',,1541,Loafers Lodge Sweet Temptation,Katherine Crenshaw,Katherine Crenshaw,,
28845,10374,900,Short/Long Stirrup Hunter 2',,1828,Grande Blue,Makenna Shapiro,Erin Brody,,
28845,10374,900,Short/Long Stirrup Hunter 2',,1842,Timbuktu,Leighton Morris,Emily Mcbrayer,,
28845,10374,900,Short/Long Stirrup Hunter 2',,2522,Remix De Ganad,Wendell Abraham,Mad Maple Farm LLC,,
28851,10374,901,Short/Long Stirrup Hunter 2' (1st rnd Classic) 2',1,1000,Living Large,Leah Terry,Leah Terry,,
28851,10374,901,Short/Long Stirrup Hunter 2' (1st rnd Classic) 2',2,1427,French 75,Lauren Brown,Meredith Young,,
28851,10374,901,Short/Long Stirrup Hunter 2' (1st rnd Classic) 2',3,2435,Take A Chance On Me,Cara Babington,Cara Babington,,
28851,10374,901,Short/Long Stirrup Hunter 2' (1st rnd Classic) 2',4,1011,San Castle Dae,Dixieanna Powell,Caelyn Grodoski,,
28851,10374,901,Short/Long Stirrup Hunter 2' (1st rnd Classic) 2',5,1839,Romeo Juliets Shadow,Zella Esposito,Emily Willett,,
28851,10374,901,Short/Long Stirrup Hunter 2' (1st rnd Classic) 2',6,1942,Laguna Beach,Gwendolyn Evans,Kristine Holt,,
28851,10374,901,Short/Long Stirrup Hunter 2' (1st rnd Classic) 2',7,1731,Mister Express,Sophia Kachin,Gh Stables,,
28851,10374,901,Short/Long Stirrup Hunter 2' (1st rnd Classic) 2',8,1189,Swayze,Ruby Bermudez,Rorie Troemel,,
28851,10374,901,Short/Long Stirrup Hunter 2' (1st rnd Classic) 2',,1541,Loafers Lodge Sweet Temptation,Katherine Crenshaw,Katherine Crenshaw,,
28851,10374,901,Short/Long Stirrup Hunter 2' (1st rnd Classic) 2',,1828,Grande Blue,Makenna Shapiro,Erin Brody,,
28851,10374,901,Short/Long Stirrup Hunter 2' (1st rnd Classic) 2',,1842,Timbuktu,Leighton Morris,Emily Mcbrayer,,
28851,10374,901,Short/Long Stirrup Hunter 2' (1st rnd Classic) 2',,2522,Remix De Ganad,Wendell Abraham,Mad Maple Farm LLC,,
28852,10374,902,Short/Long Stirrup Hunter 2',1,1427,French 75,Lauren Brown,Meredith Young,0.00,
28852,10374,902,Short/Long Stirrup Hunter 2',2,2435,Take A Chance On Me,Cara Babington,Cara Babington,0.00,
28852,10374,902,Short/Long Stirrup Hunter 2',3,1558,Brennus,Reese Gaasch,Cassell Wates,0.00,
28852,10374,902,Short/Long Stirrup Hunter 2',4,1000,Living Large,Leah Terry,Leah Terry,0.00,
28852,10374,902,Short/Long Stirrup Hunter 2',5,1011,San Castle Dae,Dixieanna Powell,Caelyn Grodoski,0.00,
28852,10374,902,Short/Long Stirrup Hunter 2',6,1942,Laguna Beach,Gwendolyn Evans,Kristine Holt,0.00,
28852,10374,902,Short/Long Stirrup Hunter 2',7,2522,Remix De Ganad,Wendell Abraham,Mad Maple Farm LLC,0.00,
28852,10374,902,Short/Long Stirrup Hunter 2',8,1189,Swayze,Ruby Bermudez,Rorie Troemel,0.00,
28852,10374,902,Short/Long Stirrup Hunter 2',,1541,Loafers Lodge Sweet Temptation,Katherine Crenshaw,Katherine Crenshaw,,
28852,10374,902,Short/Long Stirrup Hunter 2',,1731,Mister Express,Sophia Kachin,Gh Stables,,
28852,10374,902,Short/Long Stirrup Hunter 2',,1828,Grande Blue,Makenna Shapiro,Erin Brody,,
28852,10374,902,Short/Long Stirrup Hunter 2',,1839,Romeo Juliets Shadow,Zella Esposito,Emily Willett,,
28852,10374,902,Short/Long Stirrup Hunter 2',,1842,Timbuktu,Leighton Morris,Emily Mcbrayer,,
28852,10374,902,Short/Long Stirrup Hunter 2',,2381,Dumbledore,Sofia Arvelo,Joyeux Show Jumpers LLC,,
28853,10374,903,Short/Long Stirrup Hunter 2',1,1427,French 75,Lauren Brown,Meredith Young,0.00,
28853,10374,903,Short/Long Stirrup Hunter 2',2,2522,Remix De Ganad,Wendell Abraham,Mad Maple Farm LLC,0.00,
28853,10374,903,Short/Long Stirrup Hunter 2',3,2435,Take A Chance On Me,Cara Babington,Cara Babington,0.00,
28853,10374,903,Short/Long Stirrup Hunter 2',4,1942,Laguna Beach,Gwendolyn Evans,Kristine Holt,0.00,
28853,10374,903,Short/Long Stirrup Hunter 2',5,1558,Brennus,Reese Gaasch,Cassell Wates,0.00,
28853,10374,903,Short/Long Stirrup Hunter 2',6,1011,San Castle Dae,Dixieanna Powell,Caelyn Grodoski,0.00,
28853,10374,903,Short/Long Stirrup Hunter 2',7,1189,Swayze,Ruby Bermudez,Rorie Troemel,0.00,
28853,10374,903,Short/Long Stirrup Hunter 2',8,1000,Living Large,Leah Terry,Leah Terry,0.00,
28853,10374,903,Short/Long Stirrup Hunter 2',,1541,Loafers Lodge Sweet Temptation,Katherine Crenshaw,Katherine Crenshaw,,
28853,10374,903,Short/Long Stirrup Hunter 2',,1731,Mister Express,Sophia Kachin,Gh Stables,,
28853,10374,903,Short/Long Stirrup Hunter 2',,1828,Grande Blue,Makenna Shapiro,Erin Brody,,
28853,10374,903,Short/Long Stirrup Hunter 2',,1839,Romeo Juliets Shadow,Zella Esposito,Emily Willett,,
28853,10374,903,Short/Long Stirrup Hunter 2',,2381,Dumbledore,Sofia Arvelo,Joyeux Show Jumpers LLC,,
28854,10374,904,Short/Long Stirrup Hunter 2' U/S,1,1539,Cozette,Ellen Scott,Julie Castonguay,,
28854,10374,904,Short/Long Stirrup Hunter 2' U/S,2,1000,Living Large,Leah Terry,Leah Terry,,
28854,10374,904,Short/Long Stirrup Hunter 2' U/S,3,1189,Swayze,Ruby Bermudez,Rorie Troemel,,
28854,10374,904,Short/Long Stirrup Hunter 2' U/S,4,1839,Romeo Juliets Shadow,Zella Esposito,Emily Willett,,
28854,10374,904,Short/Long Stirrup Hunter 2' U/S,5,2435,Take A Chance On Me,Cara Babington,Cara Babington,,
28854,10374,904,Short/Long Stirrup Hunter 2' U/S,6,1828,Grande Blue,Makenna Shapiro,Erin Brody,,
28854,10374,904,Short/Long Stirrup Hunter 2' U/S,7,1942,Laguna Beach,Gwendolyn Evans,Kristine Holt,,
28854,10374,904,Short/Long Stirrup Hunter 2' U/S,8,1541,Loafers Lodge Sweet Temptation,Katherine Crenshaw,Katherine Crenshaw,,
28854,10374,904,Short/Long Stirrup Hunter 2' U/S,,1011,San Castle Dae,Dixieanna Powell,Caelyn Grodoski,,
28854,10374,904,Short/Long Stirrup Hunter 2' U/S,,1731,Mister Express,Sophia Kachin,Gh Stables,,
28854,10374,904,Short/Long Stirrup Hunter 2' U/S,,1842,Timbuktu,Leighton Morris,Emily Mcbrayer,,
28575,10295,910,Short/Long Stirrup Equitation 2',1,1731,Mister Express,Sophia Kachin,Gh Stables,,
28575,10295,910,Short/Long Stirrup Equitation 2',2,1000,Living Large,Leah Terry,Leah Terry,,
28575,10295,910,Short/Long Stirrup Equitation 2',3,1942,Laguna Beach,Gwendolyn Evans,Kristine Holt,,
28575,10295,910,Short/Long Stirrup Equitation 2',4,1541,Loafers Lodge Sweet Temptation,Katherine Crenshaw,Katherine Crenshaw,,
28575,10295,910,Short/Long Stirrup Equitation 2',5,2435,Take A Chance On Me,Cara Babington,Cara Babington,,
28575,10295,910,Short/Long Stirrup Equitation 2',6,1189,Swayze,Ruby Bermudez,Rorie Troemel,,
